ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-03-07T01:47:37+00:00,1772848057,10,6,1,66,3,1,0,0,2026-03-07T04:47:37+03:00,2026-03-06T21:47:37-04:00,c3d9b7f3f5ca,csv-ledger-v1
2026-03-07T03:58:23+00:00,1772855903,10,6,3,66,3,1,0,0,2026-03-07T06:58:23+03:00,2026-03-06T23:58:23-04:00,9a00a28897e0,csv-ledger-v1
2026-03-07T05:02:45+00:00,1772859765,10,6,5,66,3,1,0,0,2026-03-07T08:02:45+03:00,2026-03-07T01:02:45-04:00,ea5f5128b239,csv-ledger-v1
2026-03-07T06:36:51+00:00,1772865411,10,6,6,66,3,1,0,0,2026-03-07T09:36:51+03:00,2026-03-07T02:36:51-04:00,1dae9d59634b,csv-ledger-v1
2026-03-07T07:26:28+00:00,1772868388,10,6,7,66,3,1,0,0,2026-03-07T10:26:28+03:00,2026-03-07T03:26:28-04:00,1b4f2f2acc0e,csv-ledger-v1
2026-03-07T08:27:51+00:00,1772872071,10,6,8,66,3,1,0,0,2026-03-07T11:27:51+03:00,2026-03-07T04:27:51-04:00,f767abe53e12,csv-ledger-v1
2026-03-07T09:25:59+00:00,1772875559,10,6,9,66,3,1,0,0,2026-03-07T12:25:59+03:00,2026-03-07T05:25:59-04:00,477e8833f100,csv-ledger-v1
2026-03-07T10:20:38+00:00,1772878838,10,6,10,66,3,1,0,0,2026-03-07T13:20:38+03:00,2026-03-07T06:20:38-04:00,239f302f3607,csv-ledger-v1
2026-03-07T11:17:32+00:00,1772882252,10,6,11,66,3,1,0,0,2026-03-07T14:17:32+03:00,2026-03-07T07:17:32-04:00,34cb47a0b579,csv-ledger-v1
2026-03-07T12:41:02+00:00,1772887262,10,6,12,66,3,1,0,0,2026-03-07T15:41:02+03:00,2026-03-07T08:41:02-04:00,f73a3d620cd4,csv-ledger-v1
2026-03-07T13:36:37+00:00,1772890597,10,6,13,66,3,1,0,0,2026-03-07T16:36:37+03:00,2026-03-07T09:36:37-04:00,25e8e35ea42c,csv-ledger-v1
