ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2026-08-22T01:02:20+00:00,1787360540,34,6,1,234,8,3,0,0,2026-08-22T04:02:20+03:00,2026-08-21T21:02:20-04:00,9c20e9f653a9,csv-ledger-v1
2026-08-22T02:50:12+00:00,1787367012,34,6,2,234,8,3,0,0,2026-08-22T05:50:12+03:00,2026-08-21T22:50:12-04:00,dd21df77be8d,csv-ledger-v1
2026-08-22T03:37:58+00:00,1787369878,34,6,3,234,8,3,0,0,2026-08-22T06:37:58+03:00,2026-08-21T23:37:58-04:00,9ac30a6e23c3,csv-ledger-v1
2026-08-22T04:28:38+00:00,1787372918,34,6,4,234,8,3,0,0,2026-08-22T07:28:38+03:00,2026-08-22T00:28:38-04:00,4937365d9ac9,csv-ledger-v1
2026-08-22T05:22:59+00:00,1787376179,34,6,5,234,8,3,0,0,2026-08-22T08:22:59+03:00,2026-08-22T01:22:59-04:00,edf9b1017aff,csv-ledger-v1
2026-08-22T06:33:46+00:00,1787380426,34,6,6,234,8,3,0,0,2026-08-22T09:33:46+03:00,2026-08-22T02:33:46-04:00,46313135024e,csv-ledger-v1
2026-08-22T07:27:57+00:00,1787383677,34,6,7,234,8,3,0,0,2026-08-22T10:27:57+03:00,2026-08-22T03:27:57-04:00,acfa0ee6dd98,csv-ledger-v1
2026-08-22T08:24:18+00:00,1787387058,34,6,8,234,8,3,0,0,2026-08-22T11:24:18+03:00,2026-08-22T04:24:18-04:00,1a6cf27b9daa,csv-ledger-v1
2026-08-22T09:22:46+00:00,1787390566,34,6,9,234,8,3,0,0,2026-08-22T12:22:46+03:00,2026-08-22T05:22:46-04:00,f1cd1728f0f8,csv-ledger-v1
2026-08-22T10:19:00+00:00,1787393940,34,6,10,234,8,3,0,0,2026-08-22T13:19:00+03:00,2026-08-22T06:19:00-04:00,2b81ed1d2bf9,csv-ledger-v1
2026-08-22T11:17:01+00:00,1787397421,34,6,11,234,8,3,0,0,2026-08-22T14:17:01+03:00,2026-08-22T07:17:01-04:00,105c9e0146c3,csv-ledger-v1
2026-08-22T12:31:44+00:00,1787401904,34,6,12,234,8,3,0,0,2026-08-22T15:31:44+03:00,2026-08-22T08:31:44-04:00,2f0d644bef9f,csv-ledger-v1
2026-08-22T13:28:11+00:00,1787405291,34,6,13,234,8,3,0,0,2026-08-22T16:28:11+03:00,2026-08-22T09:28:11-04:00,e5be436ad5e6,csv-ledger-v1
2026-08-22T14:17:12+00:00,1787408232,34,6,14,234,8,3,0,0,2026-08-22T17:17:12+03:00,2026-08-22T10:17:12-04:00,5228afc80683,csv-ledger-v1
2026-08-22T15:16:39+00:00,1787411799,34,6,15,234,8,3,0,0,2026-08-22T18:16:39+03:00,2026-08-22T11:16:39-04:00,d3def4100b13,csv-ledger-v1
2026-08-22T16:18:53+00:00,1787415533,34,6,16,234,8,3,0,0,2026-08-22T19:18:53+03:00,2026-08-22T12:18:53-04:00,f0107cd78d23,csv-ledger-v1
2026-08-22T17:17:07+00:00,1787419027,34,6,17,234,8,3,0,0,2026-08-22T20:17:07+03:00,2026-08-22T13:17:07-04:00,b34fbebb7d7c,csv-ledger-v1
