ts_utc,unix,iso_week,weekday,hour_utc,day_of_year,month,quarter,is_month_start,is_quarter_start,kyiv,new_york,checksum,format
2025-11-09T01:22:49+00:00,1762651369,45,7,1,313,11,4,0,0,2025-11-09T03:22:49+02:00,2025-11-08T21:22:49-04:00,d15e3e027776,csv-ledger-v1
2025-11-09T03:11:16+00:00,1762657876,45,7,3,313,11,4,0,0,2025-11-09T05:11:16+02:00,2025-11-08T23:11:16-04:00,d8accae7987f,csv-ledger-v1
2025-11-09T04:19:34+00:00,1762661974,45,7,4,313,11,4,0,0,2025-11-09T06:19:34+02:00,2025-11-09T00:19:34-04:00,846fb2f0059e,csv-ledger-v1
2025-11-09T05:15:54+00:00,1762665354,45,7,5,313,11,4,0,0,2025-11-09T07:15:54+02:00,2025-11-09T01:15:54-04:00,475a465b1b1f,csv-ledger-v1
2025-11-09T06:23:48+00:00,1762669428,45,7,6,313,11,4,0,0,2025-11-09T08:23:48+02:00,2025-11-09T02:23:48-04:00,046f2e21589c,csv-ledger-v1
2025-11-09T07:15:36+00:00,1762672536,45,7,7,313,11,4,0,0,2025-11-09T09:15:36+02:00,2025-11-09T03:15:36-04:00,c6efdc615a00,csv-ledger-v1
2025-11-09T08:19:21+00:00,1762676361,45,7,8,313,11,4,0,0,2025-11-09T10:19:21+02:00,2025-11-09T04:19:21-04:00,f9b06241f2ac,csv-ledger-v1
2025-11-09T09:15:17+00:00,1762679717,45,7,9,313,11,4,0,0,2025-11-09T11:15:17+02:00,2025-11-09T05:15:17-04:00,f59c7af50e4b,csv-ledger-v1
2025-11-09T10:15:36+00:00,1762683336,45,7,10,313,11,4,0,0,2025-11-09T12:15:36+02:00,2025-11-09T06:15:36-04:00,507e341d141b,csv-ledger-v1
2025-11-09T11:12:47+00:00,1762686767,45,7,11,313,11,4,0,0,2025-11-09T13:12:47+02:00,2025-11-09T07:12:47-04:00,708c674fab79,csv-ledger-v1
2025-11-09T12:31:35+00:00,1762691495,45,7,12,313,11,4,0,0,2025-11-09T14:31:35+02:00,2025-11-09T08:31:35-04:00,de66460b96e0,csv-ledger-v1
2025-11-09T13:21:54+00:00,1762694514,45,7,13,313,11,4,0,0,2025-11-09T15:21:54+02:00,2025-11-09T09:21:54-04:00,3300c7f17321,csv-ledger-v1
2025-11-09T14:13:47+00:00,1762697627,45,7,14,313,11,4,0,0,2025-11-09T16:13:47+02:00,2025-11-09T10:13:47-04:00,798fcff7df48,csv-ledger-v1
